2025-06-20T11:20:44.044659Z  INFO Logging to file: "orig_adc_50hz.6.txt"
2025-06-20T11:20:44.048486Z  INFO Inferred device address from filename: 6
2025-06-20T11:20:44.048539Z  INFO Running in Grouped Chronological Mode.
2025-06-20T11:20:44.523833Z  INFO Ingested 270 packets. Grouping transactions...
2025-06-20T11:20:44.524156Z  INFO [TXN-REQ] H->D F:236  @ 2.743632s | Command(CommandHeader { command_type: Connect, transaction_id: 1, attribute: None }, None)
2025-06-20T11:20:44.526174Z  INFO [TXN-RSP] D->H F:1066 @ 10.396564s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 65, attribute: Unknown(2306) }, payload: b"\x01\x80\0\x0b\xf7\x8bM\0\xde\xff\xff\xff\x0e\x8cM\0\0\0\0\0\x14\x8cM\0^\0\0\0W\x0c\x9b\x02s~\0\0\0\0{~\0\x80\xa6\x0c\0\0\0\0\x02\0\x05\x05\x9e\x93;\0\xa9\x8bM\0\xe6\xff\xff\xffE\0\xa1\x0c\0\0\0\0\xb2\x93;\0\xe3\x8bM\0\xde\xff\xff\xffB\0\xa3\x0c\0\0\0\0\xc6\x93;\0\xa9\x8bM\0\xe2\xff\xff\xffF\0\xa5\x0c\0\0\0\0\xda\x93;\0\xbc\x8bM\0\xea\xff\xff\xffB\0\xa5\x0c\0\0\0\0\xee\x93;\0\xf7\x8bM\0\xde\xff\xff\xffB\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526200Z  INFO [TXN-REQ] H->D F:1068 @ 10.506217s | Command(CommandHeader { command_type: GetData, transaction_id: 66, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526219Z  INFO [TXN-RSP] D->H F:1070 @ 10.506502s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 66, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\x02\x94;\0l\x8cM\0\xda\xff\xff\xffC\0\xa3\x0c\0\0\0\0\x16\x94;\0l\x8cM\0\xda\xff\xff\xffG\0\xa5\x0c\0\0\0\0*\x94;\0\xa9\x8bM\0\xce\xff\xff\xff@\0\xa5\x0c\0\0\0\0>\x94;\0\x1e\x8cM\0\xc6\xff\xff\xffA\0\xa5\x0c\0\0\0\0R\x94;\0\xd0\x8bM\0\xc6\xff\xff\xffA\0\xa8\x0c\0\0\0\0" }
2025-06-20T11:20:44.526241Z  INFO [TXN-REQ] H->D F:1072 @ 10.605004s | Command(CommandHeader { command_type: GetData, transaction_id: 67, attribute: AdcQueue }, None)
2025-06-20T11:20:44.526253Z  INFO [TXN-RSP] D->H F:1074 @ 10.605201s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 67, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082025, ibus_ua: -46, vbus_avg_uv: 5082126, ibus_avg_ua: 0, vbus_ori_avg_uv: 5082132, ibus_ori_avg_ua: 94, temp_raw: 3160, vcc1_tenth_mv: 667, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.526266Z  INFO [TXN-REQ] H->D F:1076 @ 10.615071s | Command(CommandHeader { command_type: GetData, transaction_id: 68, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526286Z  INFO [TXN-RSP] D->H F:1078 @ 10.615330s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 68, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05f\x94;\0\xa9\x8bM\0\xbe\xff\xff\xff@\0\xa5\x0c\0\0\0\0z\x94;\01\x8cM\0\xba\xff\xff\xffA\0\xa3\x0c\0\0\0\0\x8e\x94;\0l\x8cM\0\xbe\xff\xff\xffB\0\xa3\x0c\0\0\0\0\xa2\x94;\0\xa9\x8bM\0\xc2\xff\xff\xffC\0\xa5\x0c\0\0\0\0\xb6\x94;\0\xa9\x8bM\0\xd2\xff\xff\xffF\0\xa3\x0c\0\0\0\0\xca\x94;\0\xa9\x8bM\0\xde\xff\xff\xffC\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526310Z  INFO [TXN-REQ] H->D F:1080 @ 10.715570s | Command(CommandHeader { command_type: GetData, transaction_id: 69, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526329Z  INFO [TXN-RSP] D->H F:1082 @ 10.715846s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 69, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\xde\x94;\0\xa9\x8bM\0\xd2\xff\xff\xff?\0\xa3\x0c\0\0\0\0\xf2\x94;\0\xa9\x8bM\0\xd2\xff\xff\xffC\0\xa5\x0c\0\0\0\0\x06\x95;\0\xa9\x8bM\0\xea\xff\xff\xffD\0\xa5\x0c\0\0\0\0\x1a\x95;\0\xa9\x8bM\0\xfa\xff\xff\xffA\0\xa1\x0c\0\0\0\0.\x95;\0\n\x8cM\0\xf6\xff\xff\xffA\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526351Z  INFO [TXN-REQ] H->D F:1084 @ 10.815216s | Command(CommandHeader { command_type: GetData, transaction_id: 70, attribute: AdcQueue }, None)
2025-06-20T11:20:44.526363Z  INFO [TXN-RSP] D->H F:1086 @ 10.815374s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 70, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: -14, vbus_avg_uv: 5082126, ibus_avg_ua: 0, vbus_ori_avg_uv: 5082132, ibus_ori_avg_ua: 94, temp_raw: 3161, vcc1_tenth_mv: 667, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3234, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.526376Z  INFO [TXN-REQ] H->D F:1088 @ 10.824976s | Command(CommandHeader { command_type: GetData, transaction_id: 71, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526394Z  INFO [TXN-RSP] D->H F:1090 @ 10.825184s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 71, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05B\x95;\0l\x8cM\0\xe6\xff\xff\xff<\0\xa1\x0c\0\0\0\0V\x95;\0Y\x8cM\0\xde\xff\xff\xffC\0\xa3\x0c\0\0\0\0j\x95;\0Y\x8cM\0\xee\xff\xff\xff@\0\xa5\x0c\0\0\0\0~\x95;\0l\x8cM\0\xf6\xff\xff\xffC\0\xa5\x0c\0\0\0\0\x92\x95;\0l\x8cM\0\xf2\xff\xff\xffC\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526416Z  INFO [TXN-REQ] H->D F:1092 @ 10.925339s | Command(CommandHeader { command_type: GetData, transaction_id: 72, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526435Z  INFO [TXN-RSP] D->H F:1094 @ 10.925646s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 72, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\xa6\x95;\0l\x8cM\0\xde\xff\xff\xffC\0\xa5\x0c\0\0\0\0\xba\x95;\0l\x8cM\0\xee\xff\xff\xffA\0\xa3\x0c\0\0\0\0\xce\x95;\0l\x8cM\0\xfa\xff\xff\xffA\0\xa5\x0c\0\0\0\0\xe2\x95;\0l\x8cM\0\x06\0\0\0C\0\xa5\x0c\0\0\0\0\xf6\x95;\0\n\x8cM\0\x0e\0\0\0E\0\xa8\x0c\0\0\0\0" }
2025-06-20T11:20:44.526457Z  INFO [TXN-REQ] H->D F:1096 @ 11.025152s | Command(CommandHeader { command_type: GetData, transaction_id: 73, attribute: AdcQueue }, None)
2025-06-20T11:20:44.526469Z  INFO [TXN-RSP] D->H F:1098 @ 11.025378s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 73, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082025, ibus_ua: -10, vbus_avg_uv: 5082126, ibus_avg_ua: 0, vbus_ori_avg_uv: 5082132, ibus_ori_avg_ua: 94, temp_raw: 3161, vcc1_tenth_mv: 669, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.526481Z  INFO [TXN-REQ] H->D F:1100 @ 11.035061s | Command(CommandHeader { command_type: GetData, transaction_id: 74, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526500Z  INFO [TXN-RSP] D->H F:1102 @ 11.035298s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 74, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\n\x96;\0\xa9\x8bM\0\x0e\0\0\0C\0\xa5\x0c\0\0\0\0\x1e\x96;\0\xa9\x8bM\0\x06\0\0\0@\0\xa5\x0c\0\0\0\02\x96;\0\xa9\x8bM\0\xfe\xff\xff\xffD\0\xa3\x0c\0\0\0\0F\x96;\0\xd0\x8bM\0\xfe\xff\xff\xff?\0\xa3\x0c\0\0\0\0Z\x96;\0\xa9\x8bM\0\xf6\xff\xff\xffD\0\xa3\x0c\0\0\0\0n\x96;\0\xa9\x8bM\0\xf2\xff\xff\xffC\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526523Z  INFO [TXN-REQ] H->D F:1104 @ 11.146075s | Command(CommandHeader { command_type: GetData, transaction_id: 75, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526543Z  INFO [TXN-RSP] D->H F:1106 @ 11.146293s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 75, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\x82\x96;\0\xa9\x8bM\0\xea\xff\xff\xffC\0\xa3\x0c\0\0\0\0\x96\x96;\0\xa9\x8bM\0\xe6\xff\xff\xffC\0\xa5\x0c\0\0\0\0\xaa\x96;\0\xa9\x8bM\0\xf2\xff\xff\xffB\0\xa5\x0c\0\0\0\0\xbe\x96;\0\xa9\x8bM\0\xf2\xff\xff\xff@\0\xa3\x0c\0\0\0\0\xd2\x96;\0\xa9\x8bM\0\xea\xff\xff\xffA\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526565Z  INFO [TXN-REQ] H->D F:1108 @ 11.226368s | Command(CommandHeader { command_type: GetData, transaction_id: 76, attribute: AdcQueue }, None)
2025-06-20T11:20:44.526577Z  INFO [TXN-RSP] D->H F:1110 @ 11.226584s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 76, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: -26, vbus_avg_uv: 5082110, ibus_avg_ua: -30, vbus_ori_avg_uv: 5082116, ibus_ori_avg_ua: 64, temp_raw: 3160, vcc1_tenth_mv: 669, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.526589Z  INFO [TXN-REQ] H->D F:1112 @ 11.256083s | Command(CommandHeader { command_type: GetData, transaction_id: 77, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526609Z  INFO [TXN-RSP] D->H F:1114 @ 11.256341s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 77, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\xe6\x96;\0\xbc\x8bM\0\xf6\xff\xff\xffC\0\xa3\x0c\0\0\0\0\xfa\x96;\0Y\x8cM\0\xee\xff\xff\xffF\0\xa1\x0c\0\0\0\0\x0e\x97;\0l\x8cM\0\xe2\xff\xff\xffA\0\xa5\x0c\0\0\0\0\"\x97;\0l\x8cM\0\xe6\xff\xff\xff@\0\xa3\x0c\0\0\0\06\x97;\0l\x8cM\0\xe6\xff\xff\xffC\0\xa5\x0c\0\0\0\0J\x97;\0l\x8cM\0\xf2\xff\xff\xffD\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526630Z  INFO [TXN-REQ] H->D F:1116 @ 11.365481s | Command(CommandHeader { command_type: GetData, transaction_id: 78, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526649Z  INFO [TXN-RSP] D->H F:1118 @ 11.365725s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 78, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05^\x97;\0l\x8cM\0\xf2\xff\xff\xffC\0\xa3\x0c\0\0\0\0r\x97;\0l\x8cM\0\xf2\xff\xff\xffA\0\xa5\x0c\0\0\0\0\x86\x97;\0l\x8cM\0\xea\xff\xff\xffF\0\xa5\x0c\0\0\0\0\x9a\x97;\0l\x8cM\0\xe2\xff\xff\xffE\0\xa5\x0c\0\0\0\0\xae\x97;\0l\x8cM\0\xe2\xff\xff\xffB\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526671Z  INFO [TXN-REQ] H->D F:1120 @ 11.435266s | Command(CommandHeader { command_type: GetData, transaction_id: 79, attribute: AdcQueue }, None)
2025-06-20T11:20:44.526683Z  INFO [TXN-RSP] D->H F:1122 @ 11.435431s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 79, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: -34, vbus_avg_uv: 5082110, ibus_avg_ua: -30, vbus_ori_avg_uv: 5082116, ibus_ori_avg_ua: 64, temp_raw: 3159, vcc1_tenth_mv: 669, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.526696Z  INFO [TXN-REQ] H->D F:1124 @ 11.475068s | Command(CommandHeader { command_type: GetData, transaction_id: 80, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526716Z  INFO [TXN-RSP] D->H F:1126 @ 11.475319s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 80, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\xc2\x97;\0\x93\x8cM\0\xde\xff\xff\xffB\0\xa1\x0c\0\0\0\0\xd6\x97;\0l\x8cM\0\xda\xff\xff\xffD\0\xa5\x0c\0\0\0\0\xea\x97;\0l\x8cM\0\xda\xff\xff\xff@\0\xa8\x0c\0\0\0\0\xfe\x97;\0l\x8cM\0\xde\xff\xff\xffC\0\xa5\x0c\0\0\0\0\x12\x98;\0l\x8cM\0\xe6\xff\xff\xffB\0\xa5\x0c\0\0\0\0&\x98;\0\xba\x8cM\0\xf2\xff\xff\xffC\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526740Z  INFO [TXN-REQ] H->D F:1128 @ 11.576070s | Command(CommandHeader { command_type: GetData, transaction_id: 81, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526757Z  INFO [TXN-RSP] D->H F:1130 @ 11.576275s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 81, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05:\x98;\0l\x8cM\0\xfe\xff\xff\xffD\0\xa5\x0c\0\0\0\0N\x98;\0l\x8cM\0\x12\0\0\0@\0\xa5\x0c\0\0\0\0b\x98;\0l\x8cM\0\n\0\0\0@\0\xa3\x0c\0\0\0\0v\x98;\0l\x8cM\0\x16\0\0\0C\0\xa5\x0c\0\0\0\0\x8a\x98;\0l\x8cM\0\x1a\0\0\0E\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526778Z  INFO [TXN-REQ] H->D F:1132 @ 11.636174s | Command(CommandHeader { command_type: GetData, transaction_id: 82, attribute: AdcQueue }, None)
2025-06-20T11:20:44.526790Z  INFO [TXN-RSP] D->H F:1134 @ 11.636334s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 82, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082122, ibus_ua: 34, vbus_avg_uv: 5082110, ibus_avg_ua: -30, vbus_ori_avg_uv: 5082116, ibus_ori_avg_ua: 64, temp_raw: 3159, vcc1_tenth_mv: 667, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.526803Z  INFO [TXN-REQ] H->D F:1136 @ 11.685180s | Command(CommandHeader { command_type: GetData, transaction_id: 83, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526820Z  INFO [TXN-RSP] D->H F:1138 @ 11.685415s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 83, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05\x9e\x98;\0l\x8cM\0\x1a\0\0\0C\0\xa5\x0c\0\0\0\0\xb2\x98;\0E\x8cM\0\x1e\0\0\0D\0\xa5\x0c\0\0\0\0\xc6\x98;\0\n\x8cM\0\"\0\0\0C\0\xa3\x0c\0\0\0\0\xda\x98;\0\xbc\x8bM\0\"\0\0\0B\0\xa3\x0c\0\0\0\0\xee\x98;\0\n\x8cM\0\"\0\0\0C\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526841Z  INFO [TXN-REQ] H->D F:1140 @ 11.795268s | Command(CommandHeader { command_type: GetData, transaction_id: 84, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526860Z  INFO [TXN-RSP] D->H F:1142 @ 11.795605s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 84, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\x02\x99;\0\xf7\x8bM\0&\0\0\0?\0\xa5\x0c\0\0\0\0\x16\x99;\0\xa9\x8bM\0\x1e\0\0\0B\0\xa5\x0c\0\0\0\0*\x99;\0\xa9\x8bM\0&\0\0\0=\0\xa3\x0c\0\0\0\0>\x99;\0\xa9\x8bM\0&\0\0\0C\0\xa3\x0c\0\0\0\0R\x99;\0\xa9\x8bM\0\x1e\0\0\0C\0\xa3\x0c\0\0\0\0f\x99;\0\xa9\x8bM\0\x1a\0\0\0C\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.526882Z  INFO [TXN-REQ] H->D F:1144 @ 11.845276s | Command(CommandHeader { command_type: GetData, transaction_id: 85, attribute: AdcQueue }, None)
2025-06-20T11:20:44.526894Z  INFO [TXN-RSP] D->H F:1146 @ 11.845434s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 85, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082044, ibus_ua: 18, vbus_avg_uv: 5082110, ibus_avg_ua: -30, vbus_ori_avg_uv: 5082116, ibus_ori_avg_ua: 64, temp_raw: 3161, vcc1_tenth_mv: 667, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.526909Z  INFO [TXN-REQ] H->D F:1148 @ 11.906154s | Command(CommandHeader { command_type: GetData, transaction_id: 86, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526927Z  INFO [TXN-RSP] D->H F:1150 @ 11.906432s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 86, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05z\x99;\0\xa9\x8bM\0\x16\0\0\0@\0\xa5\x0c\0\0\0\0\x8e\x99;\0\xbc\x8bM\0\x12\0\0\0C\0\xa5\x0c\0\0\0\0\xa2\x99;\0l\x8cM\0\x06\0\0\0C\0\xa3\x0c\0\0\0\0\xb6\x99;\0l\x8cM\0\xf6\xff\xff\xffB\0\xa5\x0c\0\0\0\0\xca\x99;\0l\x8cM\0\xea\xff\xff\xffD\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.526948Z  INFO [TXN-REQ] H->D F:1152 @ 12.015432s | Command(CommandHeader { command_type: GetData, transaction_id: 87, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.526969Z  INFO [TXN-RSP] D->H F:1154 @ 12.015716s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 87, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\xde\x99;\0l\x8cM\0\xea\xff\xff\xffC\0\xa5\x0c\0\0\0\0\xf2\x99;\0Y\x8cM\0\xd6\xff\xff\xff@\0\xa5\x0c\0\0\0\0\x06\x9a;\0l\x8cM\0\xce\xff\xff\xffC\0\xa3\x0c\0\0\0\0\x1a\x9a;\0l\x8cM\0\xd6\xff\xff\xffC\0\xa5\x0c\0\0\0\0.\x9a;\0l\x8cM\0\xea\xff\xff\xff>\0\xa3\x0c\0\0\0\0B\x9a;\0l\x8cM\0\xea\xff\xff\xff@\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.526993Z  INFO [TXN-REQ] H->D F:1156 @ 12.056070s | Command(CommandHeader { command_type: GetData, transaction_id: 88, attribute: AdcQueue }, None)
2025-06-20T11:20:44.527005Z  INFO [TXN-RSP] D->H F:1158 @ 12.056228s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 88, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: -30, vbus_avg_uv: 5082110, ibus_avg_ua: -30, vbus_ori_avg_uv: 5082116, ibus_ori_avg_ua: 64, temp_raw: 3158, vcc1_tenth_mv: 667, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.527017Z  INFO [TXN-REQ] H->D F:1160 @ 12.125331s | Command(CommandHeader { command_type: GetData, transaction_id: 89, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527035Z  INFO [TXN-RSP] D->H F:1162 @ 12.125686s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 89, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x05V\x9a;\0l\x8cM\0\xf2\xff\xff\xffC\0\xa3\x0c\0\0\0\0j\x9a;\0l\x8cM\0\xe2\xff\xff\xffD\0\xa3\x0c\0\0\0\0~\x9a;\0l\x8cM\0\xde\xff\xff\xffB\0\xa5\x0c\0\0\0\0\x92\x9a;\0l\x8cM\0\xda\xff\xff\xffA\0\xa5\x0c\0\0\0\0\xa6\x9a;\0l\x8cM\0\xd6\xff\xff\xffA\0\xa3\x0c\0\0\0\0" }
2025-06-20T11:20:44.527053Z  INFO [TXN-REQ] H->D F:1164 @ 12.235517s | Command(CommandHeader { command_type: GetData, transaction_id: 90, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527073Z  INFO [TXN-RSP] D->H F:1166 @ 12.235786s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 90, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\xba\x9a;\0l\x8cM\0\xce\xff\xff\xffC\0\xa3\x0c\0\0\0\0\xce\x9a;\0l\x8cM\0\xd2\xff\xff\xffA\0\xa5\x0c\0\0\0\0\xe2\x9a;\0l\x8cM\0\xd2\xff\xff\xffB\0\xa5\x0c\0\0\0\0\xf6\x9a;\0l\x8cM\0\xd2\xff\xff\xffD\0\xa5\x0c\0\0\0\0\n\x9b;\0l\x8cM\0\xce\xff\xff\xffC\0\xa3\x0c\0\0\0\0\x1e\x9b;\0l\x8cM\0\xd6\xff\xff\xffC\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.527096Z  INFO [TXN-REQ] H->D F:1168 @ 12.265146s | Command(CommandHeader { command_type: GetData, transaction_id: 91, attribute: AdcQueue }, None)
2025-06-20T11:20:44.527107Z  INFO [TXN-RSP] D->H F:1170 @ 12.265329s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 91, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082220, ibus_ua: -46, vbus_avg_uv: 5082176, ibus_avg_ua: -8, vbus_ori_avg_uv: 5082182, ibus_ori_avg_ua: 86, temp_raw: 3160, vcc1_tenth_mv: 667, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.527122Z  INFO [TXN-REQ] H->D F:1172 @ 12.345199s | Command(CommandHeader { command_type: GetData, transaction_id: 92, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527140Z  INFO [TXN-RSP] D->H F:1174 @ 12.345478s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 92, attribute: Unknown(1538) }, payload: b"\x02\0\x05\x052\x9b;\0l\x8cM\0\xd2\xff\xff\xff@\0\xa5\x0c\0\0\0\0F\x9b;\0l\x8cM\0\xd2\xff\xff\xffB\0\xa3\x0c\0\0\0\0Z\x9b;\0l\x8cM\0\xca\xff\xff\xffB\0\xa5\x0c\0\0\0\0n\x9b;\0l\x8cM\0\xc2\xff\xff\xffC\0\xa3\x0c\0\0\0\0\x82\x9b;\0l\x8cM\0\xce\xff\xff\xffA\0\xa5\x0c\0\0\0\0" }
2025-06-20T11:20:44.527163Z  INFO [TXN-REQ] H->D F:1176 @ 12.456239s | Command(CommandHeader { command_type: GetData, transaction_id: 93, attribute: AdcQueue10k }, None)
2025-06-20T11:20:44.527184Z  INFO [TXN-RSP] D->H F:1178 @ 12.456529s | GenericResponse { header: CommandHeader { command_type: DataResponse, transaction_id: 93, attribute: Unknown(1794) }, payload: b"\x02\0\x06\x05\x96\x9b;\0\n\x8cM\0\xce\xff\xff\xffB\0\xa5\x0c\0\0\0\0\xaa\x9b;\0l\x8cM\0\xd2\xff\xff\xffD\0\xa3\x0c\0\0\0\0\xbe\x9b;\0\xf7\x8bM\0\xde\xff\xff\xffB\0\xa5\x0c\0\0\0\0\xd2\x9b;\0\x1e\x8cM\0\xee\xff\xff\xffD\0\xa8\x0c\0\0\0\0\xe6\x9b;\0l\x8cM\0\xee\xff\xff\xffC\0\xa5\x0c\0\0\0\0\xfa\x9b;\0E\x8cM\0\xee\xff\xff\xffD\0\xa8\x0c\0\0\0\0" }
2025-06-20T11:20:44.527207Z  INFO [TXN-REQ] H->D F:1180 @ 12.475974s | Command(CommandHeader { command_type: GetData, transaction_id: 94, attribute: AdcQueue }, None)
2025-06-20T11:20:44.527219Z  INFO [TXN-RSP] D->H F:1182 @ 12.476133s | SensorData(SensorDataPacket { header: SensorDataHeader { response_type: 65, transaction_id: 94, flags: 130, attribute_echo: 2 }, extended_header: 184549377, vbus_uv: 5082201, ibus_ua: -34, vbus_avg_uv: 5082176, ibus_avg_ua: -8, vbus_ori_avg_uv: 5082182, ibus_ori_avg_ua: 86, temp_raw: 3160, vcc1_tenth_mv: 667, vcc2_raw: 32373, vdp_mv: 0, vdm_mv: 0, vdd_raw: 32381, rate: Sps1, unknown1: 128, vcc2_avg_raw: 3238, vdp_avg_mv: 0, vdm_avg_mv: 0 })
2025-06-20T11:20:44.527234Z  INFO [TXN-REQ] H->D F:1184 @ 12.565054s | Command(CommandHeader { command_type: GetData, transaction_id: 95, attribute: AdcQueue10k }, None)
