frame,time,direction,hex,raw_packet,packet,event_detail
1516,21.386130,H->D,0c722000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 114, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1518,21.386207,D->H,41728200100000038b74080021232ffd00007306,"Data { header: DataHeader { packet_type: 65, flag: false, id: 114, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x8bt\x08\0!#/\xfd\0\0s\x06"" }","PdRawData(b""\x8bt\x08\0!#/\xfd\0\0s\x06"")",
1520,21.426158,H->D,0c732000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 115, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1522,21.426246,D->H,4173820010000003b3740800222346fd00007406,"Data { header: DataHeader { packet_type: 65, flag: false, id: 115, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xb3t\x08\0\""#F\xfd\0\0t\x06"" }","PdRawData(b""\xb3t\x08\0\""#F\xfd\0\0t\x06"")","Status(
    StatusPacket {
        type_id: 179,
        timestamp_bytes: [
            116,
            8,
            0,
        ],
        vbus_raw: U16(
            8994,
        ),
        ibus_raw: U16(
            64838,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1652,
        ),
    },
)
"
1524,21.471980,H->D,0c742000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 116, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1526,21.472069,D->H,4174820010000003e174080022236dfd00007406,"Data { header: DataHeader { packet_type: 65, flag: false, id: 116, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xe1t\x08\0\""#m\xfd\0\0t\x06"" }","PdRawData(b""\xe1t\x08\0\""#m\xfd\0\0t\x06"")","Status(
    StatusPacket {
        type_id: 225,
        timestamp_bytes: [
            116,
            8,
            0,
        ],
        vbus_raw: U16(
            8994,
        ),
        ibus_raw: U16(
            64877,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1652,
        ),
    },
)
"
1528,21.506259,H->D,0c752000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 117, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1530,21.506341,D->H,417582001000000303750800282352fd00007206,"Data { header: DataHeader { packet_type: 65, flag: false, id: 117, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x03u\x08\0(#R\xfd\0\0r\x06"" }","PdRawData(b""\x03u\x08\0(#R\xfd\0\0r\x06"")","Status(
    StatusPacket {
        type_id: 3,
        timestamp_bytes: [
            117,
            8,
            0,
        ],
        vbus_raw: U16(
            9000,
        ),
        ibus_raw: U16(
            64850,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1650,
        ),
    },
)
"
1532,21.536290,H->D,0c760200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 118, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
1534,21.536397,D->H,417682020100000bedd18900b6b2f5ff8e048a009c90f5ff94048a00fa90f5ff550d0000824046174617827e0080700652025102,"Data { header: DataHeader { packet_type: 65, flag: false, id: 118, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\xed\xd1\x89\0\xb6\xb2\xf5\xff\x8e\x04\x8a\0\x9c\x90\xf5\xff\x94\x04\x8a\0\xfa\x90\xf5\xffU\r\0\0\x82@F\x17F\x17\x82~\0\x80p\x06R\x02Q\x02"" }","SimpleAdcData(AdcDataSimple { vbus_v: 9.032173, ibus_a: -0.675146, power_w: -6.098035472258, vbus_avg_v: 9.045134, ibus_avg_a: -0.683876, temp_c: 26.0, vdp_v: 0.5958, vdm_v: 0.5958, vdp_avg_v: 0.0594, vdm_avg_v: 0.0593, cc1_v: 0.0, cc2_v: 1.6514, cc2_avg_v: 0.1648, internal_vdd_v: 3.2386, sample_rate: Sps1 })",
1536,21.546133,H->D,0c772000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 119, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1538,21.546209,D->H,41778200100000032b75080021233afd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 119, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""+u\x08\0!#:\xfd\0\0q\x06"" }","PdRawData(b""+u\x08\0!#:\xfd\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 43,
        timestamp_bytes: [
            117,
            8,
            0,
        ],
        vbus_raw: U16(
            8993,
        ),
        ibus_raw: U16(
            64826,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1540,21.586114,H->D,0c782000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 120, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1542,21.586194,D->H,417882001000000353750800252368fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 120, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""Su\x08\0%#h\xfd\0\0q\x06"" }","PdRawData(b""Su\x08\0%#h\xfd\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 83,
        timestamp_bytes: [
            117,
            8,
            0,
        ],
        vbus_raw: U16(
            8997,
        ),
        ibus_raw: U16(
            64872,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1544,21.626048,H->D,0c792000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 121, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1546,21.626125,D->H,41798200100000037b750800272328fd00007306,"Data { header: DataHeader { packet_type: 65, flag: false, id: 121, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""{u\x08\0'#(\xfd\0\0s\x06"" }","PdRawData(b""{u\x08\0'#(\xfd\0\0s\x06"")","Status(
    StatusPacket {
        type_id: 123,
        timestamp_bytes: [
            117,
            8,
            0,
        ],
        vbus_raw: U16(
            8999,
        ),
        ibus_raw: U16(
            64808,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1651,
        ),
    },
)
"
1548,21.667161,H->D,0c7a2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 122, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1550,21.667234,D->H,417a820010000003a475080028237efd00006e06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 122, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xa4u\x08\0(#~\xfd\0\0n\x06"" }","PdRawData(b""\xa4u\x08\0(#~\xfd\0\0n\x06"")","Status(
    StatusPacket {
        type_id: 164,
        timestamp_bytes: [
            117,
            8,
            0,
        ],
        vbus_raw: U16(
            9000,
        ),
        ibus_raw: U16(
            64894,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1646,
        ),
    },
)
"
1552,21.706305,H->D,0c7b2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 123, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1554,21.706394,D->H,417b820010000003cc7508002e2343fd00007006,"Data { header: DataHeader { packet_type: 65, flag: false, id: 123, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xccu\x08\0.#C\xfd\0\0p\x06"" }","PdRawData(b""\xccu\x08\0.#C\xfd\0\0p\x06"")","Status(
    StatusPacket {
        type_id: 204,
        timestamp_bytes: [
            117,
            8,
            0,
        ],
        vbus_raw: U16(
            9006,
        ),
        ibus_raw: U16(
            64835,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1648,
        ),
    },
)
"
1556,21.746182,H->D,0c7c2200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 124, attribute: 17 }, payload: b"""" }","Generic(Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 124, attribute: 17 }, payload: b"""" })",
1558,21.746301,D->H,417c82030180000b7c4a8900697ff5ff8e048a009c90f5ff94048a00fa90f5ff550d0000824046174617827e008070065102500210000003f3750800272390fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 124, obj_count_words: 14 }, extended: ExtendedHeader { attribute: 1, next: true, chunk: 0, size: 44 }, payload: b""|J\x89\0i\x7f\xf5\xff\x8e\x04\x8a\0\x9c\x90\xf5\xff\x94\x04\x8a\0\xfa\x90\xf5\xffU\r\0\0\x82@F\x17F\x17\x82~\0\x80p\x06Q\x02P\x02\x10\0\0\x03\xf3u\x08\0'#\x90\xfd\0\0q\x06"" }","CombinedAdcPdData { adc: AdcDataSimple { vbus_v: 8.9975, ibus_a: -0.688279, power_w: -6.1927903025, vbus_avg_v: 9.045134, ibus_avg_a: -0.683876, temp_c: 26.0, vdp_v: 0.5958, vdm_v: 0.5958, vdp_avg_v: 0.0593, vdm_avg_v: 0.0592, cc1_v: 0.0, cc2_v: 1.6514, cc2_avg_v: 0.1648, internal_vdd_v: 3.2386, sample_rate: Sps1 }, pd: b""\x10\0\0\x03\xf3u\x08\0'#\x90\xfd\0\0q\x06"" }",
1560,21.786146,H->D,0c7d2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 125, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1562,21.786216,D->H,417d8200100000031b7608001f231bfd00007006,"Data { header: DataHeader { packet_type: 65, flag: false, id: 125, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x1bv\x08\0\x1f#\x1b\xfd\0\0p\x06"" }","PdRawData(b""\x1bv\x08\0\x1f#\x1b\xfd\0\0p\x06"")","Status(
    StatusPacket {
        type_id: 27,
        timestamp_bytes: [
            118,
            8,
            0,
        ],
        vbus_raw: U16(
            8991,
        ),
        ibus_raw: U16(
            64795,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1648,
        ),
    },
)
"
1564,21.826129,H->D,0c7e2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 126, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1566,21.826212,D->H,417e820010000003437608003423b3fd00006f06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 126, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""Cv\x08\04#\xb3\xfd\0\0o\x06"" }","PdRawData(b""Cv\x08\04#\xb3\xfd\0\0o\x06"")","Status(
    StatusPacket {
        type_id: 67,
        timestamp_bytes: [
            118,
            8,
            0,
        ],
        vbus_raw: U16(
            9012,
        ),
        ibus_raw: U16(
            64947,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1647,
        ),
    },
)
"
1568,21.871894,H->D,0c7f2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 127, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1570,21.871978,D->H,417f820010000003717608003223a9fd00007206,"Data { header: DataHeader { packet_type: 65, flag: false, id: 127, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""qv\x08\02#\xa9\xfd\0\0r\x06"" }","PdRawData(b""qv\x08\02#\xa9\xfd\0\0r\x06"")","Status(
    StatusPacket {
        type_id: 113,
        timestamp_bytes: [
            118,
            8,
            0,
        ],
        vbus_raw: U16(
            9010,
        ),
        ibus_raw: U16(
            64937,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1650,
        ),
    },
)
"
1572,21.907207,H->D,0c802000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 128, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1574,21.907285,D->H,418082001000000394760800272330fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 128, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x94v\x08\0'#0\xfd\0\0q\x06"" }","PdRawData(b""\x94v\x08\0'#0\xfd\0\0q\x06"")",
1576,21.946234,H->D,0c812000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 129, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1578,21.946322,D->H,4181820010000003bb7608002e2385fd00006f06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 129, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xbbv\x08\0.#\x85\xfd\0\0o\x06"" }","PdRawData(b""\xbbv\x08\0.#\x85\xfd\0\0o\x06"")","Status(
    StatusPacket {
        type_id: 187,
        timestamp_bytes: [
            118,
            8,
            0,
        ],
        vbus_raw: U16(
            9006,
        ),
        ibus_raw: U16(
            64901,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1647,
        ),
    },
)
"
1580,21.956213,H->D,0c820200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 130, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
1582,21.956308,D->H,418282020100000b7c4a8900697ff5ff8e048a009c90f5ff94048a00fa90f5ff550d00006e4038172e17807e0080700651025002,"Data { header: DataHeader { packet_type: 65, flag: false, id: 130, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""|J\x89\0i\x7f\xf5\xff\x8e\x04\x8a\0\x9c\x90\xf5\xff\x94\x04\x8a\0\xfa\x90\xf5\xffU\r\0\0n@8\x17.\x17\x80~\0\x80p\x06Q\x02P\x02"" }","SimpleAdcData(AdcDataSimple { vbus_v: 8.9975, ibus_a: -0.688279, power_w: -6.1927903025, vbus_avg_v: 9.045134, ibus_avg_a: -0.683876, temp_c: 26.0, vdp_v: 0.5944, vdm_v: 0.5934, vdp_avg_v: 0.0593, vdm_avg_v: 0.0592, cc1_v: 0.0, cc2_v: 1.6494, cc2_avg_v: 0.1648, internal_vdd_v: 3.2384, sample_rate: Sps1 })",
1584,21.986242,H->D,0c832000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 131, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1586,21.986322,D->H,4183820010000003e37608001b233efd00007006,"Data { header: DataHeader { packet_type: 65, flag: false, id: 131, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xe3v\x08\0\x1b#>\xfd\0\0p\x06"" }","PdRawData(b""\xe3v\x08\0\x1b#>\xfd\0\0p\x06"")","Status(
    StatusPacket {
        type_id: 227,
        timestamp_bytes: [
            118,
            8,
            0,
        ],
        vbus_raw: U16(
            8987,
        ),
        ibus_raw: U16(
            64830,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1648,
        ),
    },
)
"
1588,22.026275,H->D,0c842000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 132, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1590,22.026364,D->H,41848200100000030b770800222329fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 132, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x0bw\x08\0\""#)\xfd\0\0q\x06"" }","PdRawData(b""\x0bw\x08\0\""#)\xfd\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 11,
        timestamp_bytes: [
            119,
            8,
            0,
        ],
        vbus_raw: U16(
            8994,
        ),
        ibus_raw: U16(
            64809,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1592,22.066276,H->D,0c852000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 133, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1594,22.066367,D->H,4185820010000003337708001a2379fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 133, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""3w\x08\0\x1a#y\xfd\0\0q\x06"" }","PdRawData(b""3w\x08\0\x1a#y\xfd\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 51,
        timestamp_bytes: [
            119,
            8,
            0,
        ],
        vbus_raw: U16(
            8986,
        ),
        ibus_raw: U16(
            64889,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1596,22.106332,H->D,0c862000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 134, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1598,22.106403,D->H,41868200100000035c7708000723c1fc00007406,"Data { header: DataHeader { packet_type: 65, flag: false, id: 134, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\\w\x08\0\x07#\xc1\xfc\0\0t\x06"" }","PdRawData(b""\\w\x08\0\x07#\xc1\xfc\0\0t\x06"")","Status(
    StatusPacket {
        type_id: 92,
        timestamp_bytes: [
            119,
            8,
            0,
        ],
        vbus_raw: U16(
            8967,
        ),
        ibus_raw: U16(
            64705,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1652,
        ),
    },
)
"
1600,22.146132,H->D,0c872000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 135, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1602,22.146211,D->H,4187820010000003837708001823d0fc00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 135, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x83w\x08\0\x18#\xd0\xfc\0\0q\x06"" }","PdRawData(b""\x83w\x08\0\x18#\xd0\xfc\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 131,
        timestamp_bytes: [
            119,
            8,
            0,
        ],
        vbus_raw: U16(
            8984,
        ),
        ibus_raw: U16(
            64720,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1604,22.166111,H->D,0c880200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 136, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
1606,22.166221,D->H,418882020100000b994e8900bdbef5ff8a4c8900f6a4f5ff904c890054a5f5ff560d00006e4038172e17807e0080700651025102,"Data { header: DataHeader { packet_type: 65, flag: false, id: 136, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\x99N\x89\0\xbd\xbe\xf5\xff\x8aL\x89\0\xf6\xa4\xf5\xff\x90L\x89\0T\xa5\xf5\xffV\r\0\0n@8\x17.\x17\x80~\0\x80p\x06Q\x02Q\x02"" }","SimpleAdcData(AdcDataSimple { vbus_v: 8.998553, ibus_a: -0.672067, power_w: -6.047630519050999, vbus_avg_v: 8.998026, ibus_avg_a: -0.678666, temp_c: 26.0, vdp_v: 0.5944, vdm_v: 0.5934, vdp_avg_v: 0.0593, vdm_avg_v: 0.0593, cc1_v: 0.0, cc2_v: 1.6494, cc2_avg_v: 0.1648, internal_vdd_v: 3.2384, sample_rate: Sps1 })",
1608,22.186045,H->D,0c892000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 137, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1610,22.186119,D->H,4189820010000003ab770800222393fd00006e06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 137, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xabw\x08\0\""#\x93\xfd\0\0n\x06"" }","PdRawData(b""\xabw\x08\0\""#\x93\xfd\0\0n\x06"")","Status(
    StatusPacket {
        type_id: 171,
        timestamp_bytes: [
            119,
            8,
            0,
        ],
        vbus_raw: U16(
            8994,
        ),
        ibus_raw: U16(
            64915,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1646,
        ),
    },
)
"
1612,22.226197,H->D,0c8a2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 138, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1614,22.226284,D->H,418a820010000003d377080027235afd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 138, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xd3w\x08\0'#Z\xfd\0\0q\x06"" }","PdRawData(b""\xd3w\x08\0'#Z\xfd\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 211,
        timestamp_bytes: [
            119,
            8,
            0,
        ],
        vbus_raw: U16(
            8999,
        ),
        ibus_raw: U16(
            64858,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1616,22.266473,H->D,0c8b2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 139, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1618,22.266566,D->H,418b820010000003fc7708001f23f6fc00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 139, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xfcw\x08\0\x1f#\xf6\xfc\0\0q\x06"" }","PdRawData(b""\xfcw\x08\0\x1f#\xf6\xfc\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 252,
        timestamp_bytes: [
            119,
            8,
            0,
        ],
        vbus_raw: U16(
            8991,
        ),
        ibus_raw: U16(
            64758,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1620,22.306241,H->D,0c8c2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 140, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1622,22.306324,D->H,418c82001000000323780800202361fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 140, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""#x\x08\0 #a\xfd\0\0q\x06"" }","PdRawData(b""#x\x08\0 #a\xfd\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 35,
        timestamp_bytes: [
            120,
            8,
            0,
        ],
        vbus_raw: U16(
            8992,
        ),
        ibus_raw: U16(
            64865,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1624,22.346100,H->D,0c8d2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 141, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1626,22.346176,D->H,418d8200100000034b7808001c23f9fc00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 141, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""Kx\x08\0\x1c#\xf9\xfc\0\0q\x06"" }","PdRawData(b""Kx\x08\0\x1c#\xf9\xfc\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 75,
        timestamp_bytes: [
            120,
            8,
            0,
        ],
        vbus_raw: U16(
            8988,
        ),
        ibus_raw: U16(
            64761,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1628,22.376182,H->D,0c8e0200,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 142, attribute: 1 }, payload: b"""" }",CmdGetSimpleAdcData,
1630,22.376283,D->H,418e82020100000b994e8900bdbef5ff8a4c8900f6a4f5ff904c890054a5f5ff560d00006e4038172e17807e00806c0652025002,"Data { header: DataHeader { packet_type: 65, flag: false, id: 142, obj_count_words: 10 }, extended: ExtendedHeader { attribute: 1, next: false, chunk: 0, size: 44 }, payload: b""\x99N\x89\0\xbd\xbe\xf5\xff\x8aL\x89\0\xf6\xa4\xf5\xff\x90L\x89\0T\xa5\xf5\xffV\r\0\0n@8\x17.\x17\x80~\0\x80l\x06R\x02P\x02"" }","SimpleAdcData(AdcDataSimple { vbus_v: 8.998553, ibus_a: -0.672067, power_w: -6.047630519050999, vbus_avg_v: 8.998026, ibus_avg_a: -0.678666, temp_c: 26.0, vdp_v: 0.5944, vdm_v: 0.5934, vdp_avg_v: 0.0594, vdm_avg_v: 0.0592, cc1_v: 0.0, cc2_v: 1.6494, cc2_avg_v: 0.1644, internal_vdd_v: 3.2384, sample_rate: Sps1 })",
1632,22.387208,H->D,0c8f2000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 143, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1634,22.387278,D->H,418f8200100000037478080025236afd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 143, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""tx\x08\0%#j\xfd\0\0q\x06"" }","PdRawData(b""tx\x08\0%#j\xfd\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 116,
        timestamp_bytes: [
            120,
            8,
            0,
        ],
        vbus_raw: U16(
            8997,
        ),
        ibus_raw: U16(
            64874,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1636,22.426267,H->D,0c902000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 144, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1638,22.426369,D->H,41908200100000039b7808002d234afd00006f06,"Data { header: DataHeader { packet_type: 65, flag: false, id: 144, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\x9bx\x08\0-#J\xfd\0\0o\x06"" }","PdRawData(b""\x9bx\x08\0-#J\xfd\0\0o\x06"")",
1640,22.466235,H->D,0c912000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 145, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1642,22.466319,D->H,4191820010000003c37808002d236dfd00007206,"Data { header: DataHeader { packet_type: 65, flag: false, id: 145, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xc3x\x08\0-#m\xfd\0\0r\x06"" }","PdRawData(b""\xc3x\x08\0-#m\xfd\0\0r\x06"")","Status(
    StatusPacket {
        type_id: 195,
        timestamp_bytes: [
            120,
            8,
            0,
        ],
        vbus_raw: U16(
            9005,
        ),
        ibus_raw: U16(
            64877,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1650,
        ),
    },
)
"
1644,22.506260,H->D,0c922000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 146, attribute: 16 }, payload: b"""" }",CmdGetPdData,
1646,22.506332,D->H,4192820010000003eb7808001d2371fd00007106,"Data { header: DataHeader { packet_type: 65, flag: false, id: 146, obj_count_words: 2 }, extended: ExtendedHeader { attribute: 16, next: false, chunk: 0, size: 12 }, payload: b""\xebx\x08\0\x1d#q\xfd\0\0q\x06"" }","PdRawData(b""\xebx\x08\0\x1d#q\xfd\0\0q\x06"")","Status(
    StatusPacket {
        type_id: 235,
        timestamp_bytes: [
            120,
            8,
            0,
        ],
        vbus_raw: U16(
            8989,
        ),
        ibus_raw: U16(
            64881,
        ),
        cc1_raw: U16(
            0,
        ),
        cc2_raw: U16(
            1649,
        ),
    },
)
"
1648,22.546180,H->D,0c932000,"Ctrl { header: CtrlHeader { packet_type: 12, flag: false, id: 147, attribute: 16 }, payload: b"""" }",CmdGetPdData,
